USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MO	29011	00758460	Barton County	1533351029	12152201	592.03	4.692	37.500799	-94.344089                                                                                                                   
MO	29013	00758461	Bates County	2167029202	38034974	836.695	14.685	38.257217	-94.339246                                                                                                                  
MO	29015	00758462	Benton County	1823462209	125581250	704.043	48.487	38.301036	-93.287942                                                                                                                
MO	29017	00758463	Bollinger County	1600364571	8530122	617.904	3.293	37.318427	-90.024645                                                                                                                
MO	29019	00758464	Boone County	1775568659	14233911	685.551	5.496	38.989861	-92.310202                                                                                                                   
MO	29021	00758465	Buchanan County	1057347849	17956298	408.244	6.933	39.660369	-94.808173                                                                                                                
MO	29023	00758466	Butler County	1799187755	11192416	694.67	4.321	36.71518	-90.40313                                                                                                                     
MO	29025	00758467	Caldwell County	1104350538	8402195	426.392	3.244	39.658998	-93.979179                                                                                                                 
MO	29027	00758468	Callaway County	2161518207	33189437	834.567	12.815	38.835547	-91.923446                                                                                                               
MO	29029	00758469	Camden County	1699143493	136285342	656.043	52.62	38.026527	-92.765327                                                                                                                 
MO	29031	00758470	Cape Girardeau County	1498414364	20158773	578.541	7.783	37.384141	-89.685658                                                                                                          
MO	29033	00758471	Carroll County	1799061892	17533392	694.622	6.77	39.427375	-93.500227                                                                                                                  
MO	29035	00758472	Carter County	1314052439	4304986	507.359	1.662	36.944858	-90.945705                                                                                                                   
MO	29037	00758473	Cass County	1804223305	14963263	696.615	5.777	38.646474	-94.354547                                                                                                                    
MO	29039	00758474	Cedar County	1228870880	62637821	474.47	24.185	37.733655	-93.850014                                                                                                                   
MO	29041	00758475	Chariton County	1945541996	40353306	751.178	15.58	39.517968	-92.96162                                                                                                                 
MO	29043	00758476	Christian County	1457250993	3004960	562.648	1.16	36.969739	-93.187614                                                                                                                 
MO	29045	00758477	Clark County	1306924729	18695976	504.606	7.219	40.407275	-91.729472                                                                                                                   
MO	29047	00758478	Clay County	1029948537	28501525	397.665	11.005	39.315551	-94.421502                                                                                                                   
MO	29049	00758479	Clinton County	1085094819	11719847	418.957	4.525	39.608723	-94.395803                                                                                                                 
MO	29051	00758480	Cole County	1014104083	19106873	391.548	7.377	38.503233	-92.280027                                                                                                                    
MO	29053	00758481	Cooper County	1462703861	11467296	564.753	4.428	38.845386	-92.812323                                                                                                                  
MO	29055	00758482	Crawford County	1923005893	3306284	742.477	1.277	37.96656	-91.313933                                                                                                                  
MO	29057	00758483	Dade County	1269121007	42072595	490.01	16.244	37.43235	-93.854878                                                                                                                     
MO	29059	00758484	Dallas County	1401057571	4909181	540.951	1.895	37.683583	-93.033815                                                                                                                   
MO	29061	00758485	Daviess County	1458893649	14926594	563.282	5.763	39.962839	-93.970053                                                                                                                 
MO	29063	00758486	DeKalb County	1091311297	11561837	421.358	4.464	39.894665	-94.40719                                                                                                                   
MO	29065	00758487	Dent County	1949641178	4518782	752.761	1.745	37.603072	-91.489717                                                                                                                     
MO	29067	00758488	Douglas County	2107274105	2520175	813.623	0.973	36.946517	-92.515892                                                                                                                  
MO	29069	00758489	Dunklin County	1401438398	15768936	541.098	6.088	36.306905	-90.065394                                                                                                                 
MO	29071	00758490	Franklin County	2389655153	20808982	922.651	8.034	38.413003	-91.072832                                                                                                                
MO	29073	00758491	Gasconade County	1344216320	18008168	519.005	6.953	38.441183	-91.50578                                                                                                                
MO	29075	00758492	Gentry County	1272776755	762384	491.422	0.294	40.208127	-94.405321                                                                                                                    
MO	29077	00758493	Greene County	1749088388	6612780	675.327	2.553	37.258196	-93.340641                                                                                                                   
MO	29079	00758494	Grundy County	1127401335	7118004	435.292	2.748	40.112541	-93.565054                                                                                                                   
MO	29081	00758495	Harrison County	1871309893	10070644	722.517	3.888	40.34562	-93.992582                                                                                                                 
MO	29083	00758496	Henry County	1805078265	91634021	696.945	35.38	38.386491	-93.792628                                                                                                                   
MO	29085	00758497	Hickory County	1032908401	33454688	398.808	12.917	37.93691	-93.322988                                                                                                                 
MO	29087	00758498	Holt County	1198369593	19839053	462.693	7.66	40.095724	-95.219072                                                                                                                     
MO	29089	00758499	Howard County	1201237134	19848483	463.8	7.664	39.143365	-92.695926                                                                                                                    
MO	29091	00758500	Howell County	2401562319	2913503	927.248	1.125	36.774369	-91.887368                                                                                                                   
MO	29093	00758501	Iron County	1425178293	4661906	550.264	1.8	37.594364	-90.984682                                                                                                                       
MO	29095	00758502	Jackson County	1565689799	30629899	604.516	11.826	39.005336	-94.343165                                                                                                                
MO	29097	00758503	Jasper County	1653723341	7163887	638.506	2.766	37.205197	-94.337259                                                                                                                   
MO	29099	00758504	Jefferson County	1700242389	20246517	656.467	7.817	38.25763	-90.543681                                                                                                                
MO	29101	00758505	Johnson County	2147773696	10182862	829.26	3.932	38.741528	-93.811863                                                                                                                  
MO	29103	00758506	Knox County	1305376627	7307094	504.009	2.821	40.136856	-92.146835                                                                                                                     
MO	29105	00758507	Laclede County	1980383097	8711544	764.63	3.364	37.659698	-92.594843                                                                                                                   
MO	29107	00758508	Lafayette County	1627641077	27214232	628.436	10.507	39.068705	-93.802639                                                                                                              
MO	29109	00758509	Lawrence County	1584393370	4247256	611.738	1.64	37.10659	-93.830551                                                                                                                   
MO	29111	00758510	Lewis County	1308052629	14901560	505.042	5.754	40.084559	-91.728803                                                                                                                   
MO	29113	00758511	Lincoln County	1622809699	35981661	626.57	13.893	39.062255	-90.962916                                                                                                                 
MO	29115	00758512	Linn County	1594366554	14989603	615.588	5.788	39.86444	-93.108019                                                                                                                     
MO	29117	00758513	Livingston County	1378657551	16187907	532.303	6.25	39.778587	-93.548201                                                                                                               
MO	29119	00758518	McDonald County	1397247160	520251	539.48	0.201	36.630218	-94.343956                                                                                                                   
MO	29121	00758514	Macon County	2075118025	28912941	801.208	11.163	39.829795	-92.56434                                                                                                                   
MO	29123	00758515	Madison County	1280458107	8318260	494.388	3.212	37.474481	-90.343413                                                                                                                  
MO	29125	00758516	Maries County	1364867202	7638777	526.978	2.949	38.162615	-91.923601                                                                                                                   
MO	29127	00758517	Marion County	1131623340	19113754	436.922	7.38	39.807538	-91.635379                                                                                                                   
MO	29129	00758519	Mercer County	1175427727	3302140	453.835	1.275	40.421413	-93.567631                                                                                                                   
MO	29131	00758520	Miller County	1534831730	19140601	592.602	7.39	38.21668	-92.429876                                                                                                                    
MO	29133	00758521	Mississippi County	1065995425	44494852	411.583	17.18	36.826264	-89.295929                                                                                                             
MO	29135	00758522	Moniteau County	1074917556	9954068	415.028	3.843	38.633037	-92.583642                                                                                                                 
MO	29137	00758523	Monroe County	1677427650	58291986	647.658	22.507	39.49827	-92.006458                                                                                                                  
MO	29139	00758524	Montgomery County	1385765315	14100635	535.047	5.444	38.935184	-91.465427                                                                                                              
MO	29141	00758525	Morgan County	1547866664	42414965	597.635	16.377	38.420806	-92.874835                                                                                                                 
MO	29143	00758526	New Madrid County	1747873649	56238249	674.858	21.714	36.594261	-89.655948                                                                                                             
MO	29145	00758527	Newton County	1618106494	4715004	624.754	1.82	36.908371	-94.335034                                                                                                                    
MO	29147	00758528	Nodaway County	2271326614	2361588	876.964	0.912	40.361136	-94.883146                                                                                                                  
MO	29149	00758529	Oregon County	2045563487	4528610	789.797	1.749	36.68531	-91.401827                                                                                                                    
MO	29151	00758530	Osage County	1571034360	17734586	606.58	6.847	38.464253	-91.859504                                                                                                                    
MO	29153	00758531	Ozark County	1929467303	26575002	744.972	10.261	36.64959	-92.458549                                                                                                                   
MO	29155	00758532	Pemiscot County	1275870101	53916744	492.616	20.817	36.209916	-89.785942                                                                                                               
MO	29157	00758533	Perry County	1228574132	25394864	474.355	9.805	37.71113	-89.802125                                                                                                                    
MO	29159	00758534	Pettis County	1766953612	10501027	682.225	4.054	38.727367	-93.285207                                                                                                                  
MO	29161	00758535	Phelps County	1739918996	6567069	671.787	2.536	37.866326	-91.790349                                                                                                                   
MO	29163	00758536	Pike County	1736428533	36976721	670.439	14.277	39.339959	-91.171607                                                                                                                   
MO	29165	00758537	Platte County	1087240598	16991916	419.786	6.561	39.378696	-94.761472                                                                                                                  
MO	29167	00758538	Polk County	1646006161	17837927	635.527	6.887	37.616761	-93.400817                                                                                                                    
MO	29169	00758539	Pulaski County	1417013177	11314125	547.112	4.368	37.824835	-92.207022                                                                                                                 
MO	29171	00758540	Putnam County	1339843851	5943334	517.317	2.295	40.478606	-93.014531                                                                                                                   
MO	29173	00758541	Ralls County	1216742135	36381975	469.787	14.047	39.553455	-91.524787                                                                                                                  
MO	29175	00758542	Randolph County	1250217888	13254191	482.712	5.117	39.439249	-92.492959                                                                                                                
MO	29177	00758543	Ray County	1473209199	13278420	568.809	5.127	39.308401	-93.995746                                                                                                                     
MO	29179	00758544	Reynolds County	2093946392	15373678	808.477	5.936	37.366464	-90.972282                                                                                                                
MO	29181	00758545	Ripley County	1630478460	5463304	629.531	2.109	36.65017	-90.874834                                                                                                                    
MO	29183	00758546	St. Charles County	1451718690	83246947	560.512	32.142	38.781102	-90.674915                                                                                                            
MO	29185	00758547	St. Clair County	1748193269	70137865	674.981	27.08	38.04223	-93.77656                                                                                                                 
MO	29186	00765806	Ste. Genevieve County	1292800497	19739769	499.153	7.622	37.885845	-90.161531                                                                                                          
MO	29187	00758548	St. Francois County	1170381746	7216295	451.887	2.786	37.810707	-90.473868                                                                                                             
MO	29189	00758549	St. Louis County	1314263296	40127127	507.44	15.493	38.640688	-90.446073                                                                                                               
MO	29195	00758550	Saline County	1956717081	29587349	755.493	11.424	39.13584	-93.204164                                                                                                                  
MO	29197	00758551	Schuyler County	795916404	2216011	307.305	0.856	40.469361	-92.519016                                                                                                                  
MO	29199	00758552	Scotland County	1130548363	7217862	436.507	2.787	40.447686	-92.142824                                                                                                                 
MO	29201	00758553	Scott County	1087772859	15192496	419.991	5.866	37.047793	-89.568098                                                                                                                   
MO	29203	00758554	Shannon County	2599884451	464012	1003.821	0.179	37.152498	-91.391328                                                                                                                  
MO	29205	00758555	Shelby County	1297230221	3764606	500.863	1.454	39.797531	-92.088719                                                                                                                   
MO	29207	00758556	Stoddard County	2132124564	15031652	823.218	5.804	36.851557	-89.947481                                                                                                                
MO	29209	00758557	Stone County	1201446581	121045602	463.881	46.736	36.751004	-93.473701                                                                                                                 
MO	29211	00758558	Sullivan County	1678265048	9122602	647.982	3.522	40.209587	-93.109783                                                                                                                 
MO	29213	00758559	Taney County	1637832031	49907618	632.371	19.269	36.649827	-93.042819                                                                                                                  
MO	29215	00758560	Texas County	3049103790	5071079	1177.266	1.958	37.314257	-91.964478                                                                                                                   
MO	29217	00758561	Vernon County	2140343869	27020859	826.391	10.433	37.850196	-94.341597                                                                                                                 
MO	29219	00758562	Warren County	1110087777	23730817	428.607	9.163	38.761902	-91.159306                                                                                                                  
MO	29221	00758563	Washington County	1968043952	6791224	759.866	2.622	37.942611	-90.897018                                                                                                               
MO	29223	00758564	Wayne County	1966281378	38535344	759.186	14.879	37.111074	-90.453931                                                                                                                  
MO	29225	00758565	Webster County	1534731546	3109281	592.563	1.201	37.280804	-92.87608                                                                                                                   
MO	29227	00758566	Worth County	690564983	493903	266.629	0.191	40.480499	-94.419198                                                                                                                      
MO	29229	00758567	Wright County	1765788214	3525240	681.775	1.361	37.267633	-92.479989                                                                                                                   
MO	29510	00767557	St. Louis city	159915117	11006011	61.744	4.249	38.635699	-90.244582                                                                                                                   
MT	30001	01719627	Beaverhead County	14355492109	78345289	5542.687	30.249	45.133863	-112.892869                                                                                                          
MT	30003	01716521	Big Horn County	12944280225	47395454	4997.815	18.299	45.407869	-107.518163                                                                                                            
MT	30005	01722470	Blaine County	10948196437	29079275	4227.122	11.228	48.428282	-108.967648                                                                                                              
MT	30007	01719625	Broadwater County	3088195834	118487318	1192.359	45.748	46.329849	-111.497873                                                                                                          
MT	30009	01720111	Carbon County	5303530757	35410718	2047.705	13.672	45.224468	-109.028554                                                                                                               
MT	30011	01688746	Carter County	8651796239	19503322	3340.477	7.53	45.516825	-104.515324                                                                                                                 
MT	30013	01719622	Cascade County	6988237754	34396942	2698.174	13.281	47.316575	-111.350262                                                                                                              
MT	30015	01719619	Chouteau County	10288824735	62565533	3972.538	24.157	47.886834	-110.4362                                                                                                              
MT	30017	01720109	Custer County	9798723675	25612454	3783.309	9.889	46.261414	-105.550352                                                                                                                
MT	30019	01637566	Daniels County	3693365371	1021697	1426.016	0.394	48.794429	-105.541739                                                                                                                
MT	30021	01715632	Dawson County	6143238450	29905888	2371.918	11.547	47.26613	-104.898271                                                                                                                
MT	30023	01719617	Deer Lodge County	1907999323	12199471	736.683	4.71	46.094672	-113.141624                                                                                                              
MT	30025	01688745	Fallon County	4197320394	5915331	1620.595	2.284	46.318184	-104.405718                                                                                                                 
MT	30027	01719614	Fergus County	11238811024	27700320	4339.329	10.695	47.225221	-109.232138                                                                                                              
MT	30029	01719611	Flathead County	13175781006	437178481	5087.198	168.796	48.314678	-114.054295                                                                                                          
MT	30031	01720053	Gallatin County	6746958038	74488978	2605.015	28.76	45.518054	-111.163921                                                                                                              
MT	30033	01716058	Garfield County	12112233259	446864356	4676.56	172.535	47.267184	-106.995991                                                                                                           
MT	30035	01719607	Glacier County	7756874927	106013590	2994.946	40.932	48.705671	-112.990502                                                                                                             
MT	30037	01723078	Golden Valley County	3041740578	2621792	1174.423	1.012	46.380624	-109.174586                                                                                                          
MT	30039	01719605	Granite County	4473328964	14546368	1727.162	5.616	46.395955	-113.427356                                                                                                               
MT	30041	01720048	Hill County	7508815833	44701997	2899.17	17.26	48.631959	-110.106321                                                                                                                   
MT	30043	01720045	Jefferson County	4291254981	6604351	1656.863	2.55	46.124232	-112.059428                                                                                                               
MT	30045	01719602	Judith Basin County	4842466678	2066739	1869.687	0.798	47.032558	-110.30532                                                                                                            
MT	30047	01796943	Lake County	3860290983	423545840	1490.467	163.532	47.642901	-114.083687                                                                                                               
MT	30049	00793926	Lewis and Clark County	8957164719	101496098	3458.381	39.188	47.132013	-112.373367                                                                                                     
MT	30051	01720036	Liberty County	3703639182	44411469	1429.983	17.147	48.559654	-111.036924                                                                                                              
MT	30053	01720038	Lincoln County	9356423252	161590704	3612.535	62.391	48.552385	-115.463185                                                                                                             
MT	30055	01716270	McCone County	6843332002	103024638	2642.225	39.778	47.629628	-105.757222                                                                                                              
MT	30057	01720033	Madison County	9293284427	39846408	3588.157	15.385	45.32529	-111.913791                                                                                                               
MT	30059	01719600	Meagher County	6194909925	7475979	2391.868	2.886	46.5857	-110.92174                                                                                                                   
MT	30061	01720030	Mineral County	3158799744	9897207	1219.619	3.821	47.151942	-115.065627                                                                                                                
MT	30063	01719596	Missoula County	6715862371	64586516	2593.009	24.937	47.027263	-113.892691                                                                                                             
MT	30065	01719593	Musselshell County	4840577745	7118682	1868.958	2.749	46.505281	-108.439763                                                                                                            
MT	30067	01720027	Park County	7258365000	27885027	2802.471	10.766	45.421429	-110.53276                                                                                                                  
MT	30069	01719590	Petroleum County	4288047862	48927318	1655.625	18.891	47.141917	-108.226575                                                                                                            
MT	30071	01720023	Phillips County	13313777226	185493125	5140.478	71.619	48.250143	-107.928897                                                                                                           
MT	30073	01719587	Pondera County	4207608384	43980663	1624.567	16.981	48.228604	-112.220761                                                                                                              
MT	30075	01719584	Powder River County	8542288888	1565958	3298.196	0.605	45.408926	-105.555344                                                                                                           
MT	30077	01720021	Powell County	6024421096	16247901	2326.042	6.273	46.844225	-112.9311                                                                                                                  
MT	30079	01715847	Prairie County	4497780202	15092932	1736.603	5.827	46.812384	-105.503994                                                                                                               
MT	30081	01719582	Ravalli County	6192655807	24208380	2390.998	9.347	46.077744	-114.105795                                                                                                               
MT	30083	01715338	Richland County	5398974500	49002599	2084.556	18.92	47.785633	-104.563408                                                                                                              
MT	30085	01669428	Roosevelt County	6098391680	38582234	2354.602	14.897	48.282747	-104.99517                                                                                                             
MT	30087	01716795	Rosebud County	12971010158	44234236	5008.135	17.079	46.173233	-106.666746                                                                                                             
MT	30089	01719578	Sanders County	7149405173	76394142	2760.401	29.496	47.756497	-115.180306                                                                                                              
MT	30091	01677577	Sheridan County	4340323253	75007243	1675.808	28.96	48.705523	-104.533913                                                                                                              
MT	30093	01719575	Silver Bow County	1859568275	1518176	717.983	0.586	45.896232	-112.660071                                                                                                              
MT	30095	01719572	Stillwater County	4653551002	23732517	1796.746	9.163	45.658545	-109.381576                                                                                                            
MT	30097	01719569	Sweet Grass County	4805735230	17537143	1855.505	6.771	45.811292	-109.944796                                                                                                           
MT	30099	01720018	Teton County	5883425281	52657848	2271.603	20.331	47.819035	-112.281725                                                                                                                
MT	30101	01719566	Toole County	4959868815	78026225	1915.016	30.126	48.645125	-111.733472                                                                                                                
MT	30103	01719563	Treasure County	2532492070	17149961	977.801	6.622	46.229441	-107.285772                                                                                                               
MT	30105	01678923	Valley County	12758539633	351469571	4926.1	135.703	48.34985	-106.670424                                                                                                               
MT	30107	01719560	Wheatland County	3684208403	13010925	1422.481	5.024	46.497047	-109.857147                                                                                                             
MT	30109	01696629	Wibaux County	2303979500	1756846	889.571	0.678	46.962966	-104.274518                                                                                                                  
MT	30111	01719558	Yellowstone County	6820664370	39931163	2633.473	15.418	45.936987	-108.276656                                                                                                          
NE	31001	00835823	Adams County	1458872841	2477677	563.274	0.957	40.520632	-98.500044                                                                                                                    
NE	31003	00835824	Antelope County	2220025598	3716666	857.157	1.435	42.183225	-98.058037                                                                                                                 
NE	31005	00835825	Arthur County	1852759730	7644718	715.355	2.952	41.57193	-101.695917                                                                                                                   
NE	31007	00835826	Banner County	1932676688	397069	746.211	0.153	41.53975	-103.726263                                                                                                                    
NE	31009	00835827	Blaine County	1840673981	9443894	710.688	3.646	41.931945	-99.996407                                                                                                                   
NE	31011	00835828	Boone County	1778166040	1718583	686.554	0.664	41.703934	-98.070476                                                                                                                    
NE	31013	00835991	Box Butte County	2784994713	6588657	1075.293	2.544	42.21038	-103.081779                                                                                                               
NE	31015	00835829	Boyd County	1398424239	11893557	539.935	4.592	42.894448	-98.773022                                                                                                                    
NE	31017	00835830	Brown County	3163296263	9814399	1221.356	3.789	42.359562	-99.92392                                                                                                                    
NE	31019	00835831	Buffalo County	2507679136	18593314	968.22	7.179	40.855226	-99.074983                                                                                                                  
NE	31021	00835832	Burt County	1273201348	14186270	491.586	5.477	41.854179	-96.337746                                                                                                                    
NE	31023	00835833	Butler County	1514886625	15307372	584.901	5.91	41.226072	-97.132039                                                                                                                   
NE	31025	00835834	Cass County	1443537055	22114724	557.353	8.539	40.909878	-96.140609                                                                                                                    
NE	31027	00835835	Cedar County	1917219995	14513818	740.243	5.604	42.60456	-97.25687                                                                                                                     
NE	31029	00835836	Chase County	2316533450	7978172	894.419	3.08	40.53039	-101.694192                                                                                                                     
NE	31031	00835837	Cherry County	15436868249	127452878	5960.208	49.21	42.571323	-101.047653                                                                                                              
NE	31033	00835838	Cheyenne County	3098367766	292549	1196.287	0.113	41.214236	-103.011929                                                                                                                
NE	31035	00835839	Clay County	1482222907	3234877	572.289	1.249	40.523669	-98.050858                                                                                                                     
NE	31037	00835840	Colfax County	1066160352	12611464	411.647	4.869	41.57496	-97.088945                                                                                                                   
NE	31039	00835841	Cuming County	1477652222	10690952	570.525	4.128	41.915865	-96.788517                                                                                                                  
NE	31041	00835842	Custer County	6670757258	932956	2575.594	0.36	41.393893	-99.726866                                                                                                                    
NE	31043	00835843	Dakota County	684463003	8152947	264.273	3.148	42.391645	-96.561356                                                                                                                    
NE	31045	00835844	Dawes County	3616875592	11870270	1396.484	4.583	42.711214	-103.134872                                                                                                                 
NE	31047	00835845	Dawson County	2623887235	16431843	1013.089	6.344	40.867378	-99.815154                                                                                                                 
NE	31049	00835846	Deuel County	1139209085	2230956	439.851	0.861	41.111903	-102.332609                                                                                                                   
NE	31051	00835847	Dixon County	1233119999	17111893	476.11	6.607	42.48528	-96.855862                                                                                                                     
NE	31053	00835848	Dodge County	1370269383	36091878	529.064	13.935	41.577008	-96.645853                                                                                                                  
NE	31055	00835849	Douglas County	845399899	33504581	326.411	12.936	41.297091	-96.154066                                                                                                                 
NE	31057	00835850	Dundy County	2381956151	3046331	919.678	1.176	40.180165	-101.681133                                                                                                                   
NE	31059	00835851	Fillmore County	1490202782	2989990	575.371	1.154	40.52504	-97.596705                                                                                                                  
NE	31061	00835852	Franklin County	1491355860	487899	575.816	0.188	40.183203	-98.96208                                                                                                                   
NE	31063	00835853	Frontier County	2524283299	14110075	974.631	5.448	40.530947	-100.406683                                                                                                               
NE	31065	00835854	Furnas County	1862542306	3915843	719.132	1.512	40.191865	-99.909663                                                                                                                   
NE	31067	00835855	Gage County	2205275202	22010739	851.462	8.498	40.255234	-96.683453                                                                                                                    
NE	31069	00835856	Garden County	4417083924	65860691	1705.446	25.429	41.633364	-102.302985                                                                                                               
NE	31071	00835857	Garfield County	1474558345	5321553	569.33	2.055	41.906868	-98.951231                                                                                                                  
NE	31073	00835858	Gosper County	1186616237	11831826	458.155	4.568	40.509095	-99.823206                                                                                                                  
NE	31075	00835859	Grant County	2012081437	16460163	776.869	6.355	41.913957	-101.755965                                                                                                                  
NE	31077	00835860	Greeley County	1475804204	2188872	569.811	0.845	41.567571	-98.530565                                                                                                                  
NE	31079	00835861	Hall County	1415146251	14900901	546.391	5.753	40.866027	-98.502664                                                                                                                    
NE	31081	00835862	Hamilton County	1403509086	7360261	541.898	2.842	40.872817	-98.022329                                                                                                                 
NE	31083	00835863	Harlan County	1433471255	53339808	553.466	20.595	40.178766	-99.403418                                                                                                                 
NE	31085	00835864	Hayes County	1846821518	570786	713.062	0.22	40.537234	-101.047963                                                                                                                     
NE	31087	00835865	Hitchcock County	1838742723	22103381	709.943	8.534	40.176896	-101.044217                                                                                                              
NE	31089	00835866	Holt County	6248078943	13204318	2412.397	5.098	42.459287	-98.784766                                                                                                                   
NE	31091	00835867	Hooker County	1867796142	882994	721.16	0.341	41.920317	-101.117324                                                                                                                    
NE	31093	00835868	Howard County	1474578450	16199402	569.338	6.255	41.216851	-98.513342                                                                                                                  
NE	31095	00835869	Jefferson County	1476736210	14232352	570.171	5.495	40.175736	-97.143103                                                                                                               
NE	31097	00835870	Johnson County	974023321	1711433	376.073	0.661	40.39501	-96.265367                                                                                                                    
NE	31099	00835871	Kearney County	1337063538	274634	516.243	0.106	40.50912	-98.947602                                                                                                                    
NE	31101	00835872	Keith County	2749531879	124672190	1061.6	48.136	41.194245	-101.644449                                                                                                                 
NE	31103	00835873	Keya Paha County	2002257565	2192458	773.076	0.847	42.87548	-99.718351                                                                                                                 
NE	31105	00835874	Kimball County	2465269087	1448446	951.846	0.559	41.199274	-103.703153                                                                                                                 
NE	31107	00835875	Knox County	2870854403	81011709	1108.443	31.279	42.634404	-97.891349                                                                                                                  
NE	31109	00835876	Lancaster County	2169270569	22849484	837.56	8.822	40.783547	-96.688658                                                                                                                
NE	31111	00835877	Lincoln County	6641072809	28449819	2564.133	10.985	41.050322	-100.744481                                                                                                              
NE	31113	00835878	Logan County	1478003936	1203586	570.661	0.465	41.542155	-100.443665                                                                                                                   
NE	31115	00835879	Loup County	1459513669	19565477	563.521	7.554	41.903183	-99.509852                                                                                                                    
